name	x	y	z
E01	0.00	-0.00	1.00
E02	0.47	-0.54	0.69
E03	-0.30	-0.65	0.69
E04	-0.72	-0.00	0.69
E05	-0.30	0.65	0.69
E06	0.47	0.54	0.69
E07	1.00	-0.00	-0.03
E08	0.56	-0.83	-0.03
E10	-0.97	-0.24	-0.03
E11	-0.97	0.24	-0.03
E13	0.56	0.83	-0.03
E19	0.73	0.24	-0.64
E20	0.73	-0.24	-0.64
E21	0.39	-0.00	0.92
E22	0.20	-0.34	0.92
E23	-0.20	-0.34	0.92
E24	-0.39	-0.00	0.92
E25	-0.20	0.34	0.92
E26	0.20	0.34	0.92
E27	0.69	-0.20	0.69
E28	0.10	-0.71	0.69
E29	-0.60	-0.39	0.69
E30	-0.60	0.39	0.69
E31	0.10	0.71	0.69
E32	0.69	0.20	0.69
E33	0.91	-0.23	0.36
E34	0.70	-0.61	0.36
E35	0.33	-0.87	0.36
E36	-0.11	-0.93	0.36
E37	-0.54	-0.76	0.36
E38	-0.82	-0.44	0.36
E39	-0.93	-0.00	0.36
E40	-0.82	0.44	0.36
E41	-0.54	0.76	0.36
E42	-0.11	0.93	0.36
E43	0.33	0.87	0.36
E44	0.70	0.61	0.36
E45	0.91	0.23	0.36
E46	0.88	-0.47	-0.03
E48	-0.75	-0.66	-0.03
E49	-0.75	0.66	-0.03
E51	0.88	0.47	-0.03
E52	0.52	-0.74	-0.42
E54	-0.58	-0.69	-0.42
E55	-0.82	-0.38	-0.42
E56	-0.91	-0.00	-0.42
E57	-0.82	0.38	-0.42
E58	-0.58	0.69	-0.42
E60	0.52	0.74	-0.42
